methane,hydrogen,humidity,temperature,sensor,time
75,118,49,23,1,13:29:40
76,118,49,23,1,13:29:46
76,118,49,23,1,13:29:51
76,118,49,23,1,13:29:57
75,118,49,23,1,13:30:02
75,118,49,23,1,13:30:08
75,118,49,23,1,13:30:13
75,118,49,23,1,13:30:19
76,118,49,23,1,13:30:24
76,110,49,23,1,13:30:30
78,106,49,23,1,13:30:35
80,106,49,23,1,13:30:41
82,106,49,23,1,13:30:46
83,107,49,23,1,13:30:52
85,108,49,23,1,13:30:57
85,109,49,23,1,13:31:03
86,110,49,23,1,13:31:08
87,111,49,23,1,13:31:14
88,112,49,23,1,13:31:19
89,113,49,23,1,13:31:25
90,114,48,23,1,13:31:30
91,115,49,23,1,13:31:36
91,116,49,23,1,13:31:41
92,117,49,23,1,13:31:47
93,118,49,23,1,13:31:52
94,119,49,23,1,13:31:58
94,120,48,23,1,13:32:03
95,121,48,23,1,13:32:09
95,121,48,23,1,13:32:14
96,122,48,23,1,13:32:20
96,123,48,23,1,13:32:25
96,123,48,23,1,13:32:31
97,123,48,23,1,13:32:36
97,123,48,23,1,13:32:43
97,123,48,23,1,13:32:47
97,123,48,23,1,13:32:53
96,122,48,23,1,13:32:58
93,119,48,23,1,13:33:04
86,114,48,23,1,13:33:09
76,105,49,23,1,13:33:15
69,96,96,23,1,13:33:20
66,91,99,23,1,13:33:26
64,89,99,23,1,13:33:31
64,88,99,23,1,13:33:37
63,87,99,23,1,13:33:42
63,86,0,0,1,13:33:48
63,85,0,0,1,13:33:53
45,50,0,0,1,13:41:00
201,237,47,23,1,13:41:15
188,263,47,23,1,13:41:21
140,265,47,23,1,13:41:26
136,237,47,23,1,13:41:32
129,218,47,23,1,13:41:37
106,11,47,5,1,13:41:43
95,194,47,23,1,13:41:48
95,230,47,23,1,13:41:54
102,218,47,23,1,13:41:59
91,212,47,23,1,13:42:05
87,209,47,23,1,13:42:10
85,220,47,23,1,13:42:16
86,207,47,23,1,13:42:21
82,209,47,23,1,13:42:27
83,206,47,23,1,13:42:32
84,204,47,23,1,13:42:38
80,202,0,23,1,13:42:43
81,205,47,23,1,13:42:49
82,196,47,23,1,13:42:54
80,195,47,23,1,13:43:00
86,195,47,23,1,13:43:05
87,193,47,23,1,13:43:11
83,193,47,23,1,13:43:16
80,194,47,23,1,13:43:22
81,192,47,23,1,13:43:27
83,192,47,23,1,13:43:33
82,191,47,23,1,13:43:38
81,190,47,23,1,13:43:44
82,189,47,23,1,13:43:49
81,188,47,23,1,13:43:55
81,188,47,23,1,13:44:00
81,188,47,23,1,13:44:06
81,187,47,23,1,13:44:11
80,187,47,23,1,13:44:17
80,187,47,23,1,13:44:22
80,186,47,23,1,13:44:28
80,186,47,23,1,13:44:33
80,186,47,23,1,13:44:39
80,186,47,23,1,13:44:44
80,185,47,23,1,13:44:50
80,185,47,23,1,13:44:55
80,185,47,23,1,13:45:01
80,185,47,23,1,13:45:06
80,185,47,23,1,13:45:12
79,184,47,23,1,13:45:17
79,184,47,23,1,13:45:23
79,184,47,23,1,13:45:28
79,184,47,23,1,13:45:34
79,183,47,23,1,13:45:39
79,183,47,23,1,13:45:45
79,182,47,23,1,13:45:50
79,182,47,23,1,13:45:56
79,183,47,23,1,13:46:01
79,183,47,23,1,13:46:07
79,183,47,23,1,13:46:12
79,183,47,23,1,13:46:18
79,183,47,23,1,13:46:23
79,182,47,23,1,13:46:29
79,182,47,23,1,13:46:34
79,182,47,23,1,13:46:40
79,182,47,23,1,13:46:45
79,182,47,23,1,13:46:51
64,182,47,23,1,13:46:56
79,182,47,23,1,13:47:02
78,181,48,23,1,13:47:07
78,181,47,23,1,13:47:13
78,181,48,23,1,13:47:19
78,181,48,23,1,13:47:24
78,180,48,23,1,13:47:29
78,180,48,23,1,13:47:35
78,179,48,23,1,13:47:40
78,179,48,23,1,13:47:46
78,179,48,23,1,13:47:51
78,179,48,23,1,13:47:57
78,179,48,23,1,13:48:02
78,179,48,23,1,13:48:08
78,179,48,23,1,13:48:13
78,179,48,23,1,13:48:19
78,179,48,23,1,13:48:24
78,179,48,23,1,13:48:30
78,179,48,23,1,13:48:35
78,178,48,23,1,13:48:41
78,178,48,23,1,13:48:46
78,178,48,23,1,13:48:52
78,178,48,23,1,13:48:57
78,177,48,23,1,13:49:08
78,177,48,23,1,13:49:14
78,176,48,23,1,13:49:19
78,176,48,23,1,13:49:26
78,176,48,23,1,13:49:31
78,175,48,23,1,13:49:37
78,174,48,23,1,13:49:42
78,174,48,23,1,13:49:48
78,173,48,23,1,13:49:52
78,173,48,23,1,13:49:58
78,173,48,23,1,13:50:03
78,173,48,23,1,13:50:09
78,173,48,23,1,13:50:14
78,173,48,23,1,13:50:21
78,174,48,23,1,13:50:25
78,174,48,23,1,13:50:32
78,174,48,23,1,13:50:37
78,174,48,23,1,13:50:43
78,174,48,23,1,13:50:48
78,174,48,23,1,13:50:54
78,173,48,23,1,13:51:00
78,173,48,23,1,13:51:05
78,173,48,23,1,13:51:11
78,173,48,23,1,13:51:16
78,173,48,23,1,13:51:20
78,173,48,23,1,13:51:27
78,173,48,23,1,13:51:33
78,173,48,23,1,13:51:38
78,173,48,23,1,13:51:42
78,173,48,23,1,13:51:49
78,172,48,23,1,13:51:53
78,172,48,23,1,13:52:00
78,172,48,23,1,13:52:06
78,172,48,23,1,13:52:11
78,172,48,23,1,13:52:17
78,172,48,23,1,13:52:22
78,172,48,23,1,13:52:28
78,172,48,23,1,13:52:33
78,172,48,23,1,13:52:39
78,172,48,23,1,13:52:44
78,172,48,23,1,13:52:50
78,172,48,23,1,13:52:55
78,172,48,23,1,13:53:01
78,172,48,23,1,13:53:06
78,172,48,23,1,13:53:12
78,171,48,23,1,13:53:17
78,171,48,23,1,13:53:23
78,171,48,23,1,13:53:28
78,171,48,23,1,13:53:34
78,170,48,23,1,13:53:38
78,170,48,23,1,13:53:43
78,170,48,23,1,13:53:50
78,170,48,23,1,13:53:54
78,170,48,23,1,13:54:00
78,170,48,23,1,13:54:05
78,170,48,23,1,13:54:11
78,170,48,23,1,13:54:16
78,169,48,23,1,13:54:22
78,169,48,23,1,13:54:27
78,169,48,23,1,13:54:33
78,169,48,23,1,13:54:38
78,169,48,23,1,13:54:44
78,168,48,23,1,13:54:49
78,168,48,23,1,13:54:55
78,168,48,23,1,13:55:00
78,168,48,23,1,13:55:06
78,168,48,23,1,13:55:11
78,168,48,23,1,13:55:17
78,169,48,23,1,13:55:22
78,168,48,23,1,13:55:28
78,168,48,23,1,13:55:33
78,168,48,23,1,13:55:39
78,168,48,23,1,13:55:44
78,168,48,23,1,13:55:50
78,168,48,23,1,13:55:55
78,168,48,23,1,13:56:01
78,168,48,23,1,13:56:06
78,168,48,23,1,13:56:12
78,168,48,23,1,13:56:17
78,168,48,23,1,13:56:23
78,167,48,23,1,13:56:28
78,167,48,23,1,13:56:34
78,167,48,23,1,13:56:39
78,167,48,23,1,13:56:45
78,167,48,23,1,13:56:50
78,167,48,23,1,13:56:58
78,167,48,23,1,13:57:03
78,167,48,23,1,13:57:07
78,167,48,23,1,13:57:12
78,167,48,23,1,13:57:18
78,167,48,23,1,13:57:23
79,166,48,23,1,13:57:29
78,167,48,23,1,13:57:34
78,167,48,23,1,13:57:40
79,166,48,23,1,13:57:45
79,166,48,23,1,13:57:51
78,166,48,23,1,13:57:56
79,166,48,23,1,13:58:02
79,166,48,23,1,13:58:07
79,166,48,23,1,13:58:15
79,166,48,23,1,13:58:18
79,165,48,23,1,13:58:24
79,165,48,23,1,13:58:29
79,165,48,23,1,13:58:35
79,165,48,23,1,13:58:40
79,165,48,23,1,13:58:48
79,164,48,23,1,13:58:51
79,164,48,23,1,13:58:57
79,164,48,23,1,13:59:02
79,164,48,23,1,13:59:08
79,164,48,23,1,13:59:13
79,163,48,23,1,13:59:19
79,163,48,23,1,13:59:24
79,163,48,23,1,13:59:30
79,163,48,24,1,13:59:35
79,163,48,23,1,13:59:41
79,163,48,23,1,13:59:46
79,162,48,23,1,13:59:52
79,162,48,24,1,13:59:57
79,162,48,23,1,14:00:03
79,162,48,23,1,14:00:08
79,162,48,24,1,14:00:14
79,162,48,24,1,14:00:19
79,162,48,23,1,14:00:25
79,161,48,24,1,14:00:30
79,161,48,24,1,14:00:36
79,161,48,24,1,14:00:41
79,162,48,24,1,14:00:47
79,162,48,24,1,14:00:52
79,161,48,24,1,14:00:58
79,161,48,24,1,14:01:03
79,161,48,24,1,14:01:09
79,161,48,24,1,14:01:14
79,161,48,24,1,14:01:20
79,161,48,24,1,14:01:25
79,162,48,24,1,14:01:31
79,162,48,24,1,14:01:36
79,162,48,24,1,14:01:42
79,162,48,24,1,14:01:47
79,161,48,24,1,14:01:53
79,161,48,24,1,14:01:58
80,161,48,24,1,14:02:04
80,161,48,24,1,14:02:09
79,161,48,24,1,14:02:15
79,161,48,24,1,14:02:20
80,161,48,24,1,14:02:26
80,161,48,24,1,14:02:31
79,161,48,24,1,14:02:37
80,161,48,24,1,14:02:42
80,161,48,24,1,14:02:48
80,161,48,24,1,14:02:53
80,161,48,24,1,14:02:59
80,161,48,24,1,14:03:04
80,161,48,24,1,14:03:10
80,161,48,24,1,14:03:15
80,161,48,24,1,14:03:21
80,161,48,24,1,14:03:26
80,160,48,24,1,14:03:32
80,161,48,24,1,14:03:37
80,161,48,24,1,14:03:43
80,161,48,24,1,14:03:48
80,161,48,24,1,14:03:54
80,160,48,24,1,14:03:59
80,160,48,24,1,14:04:05
80,160,48,24,1,14:04:10
80,160,48,24,1,14:04:16
80,160,48,24,1,14:04:21
80,160,48,24,1,14:04:27
80,160,48,24,1,14:04:32
80,160,48,24,1,14:04:38
80,160,48,24,1,14:04:43
80,160,48,24,1,14:04:49
80,160,48,24,1,14:04:54
80,160,48,24,1,14:05:00
80,160,48,24,1,14:05:05
80,160,48,24,1,14:05:11
80,160,48,24,1,14:05:17
80,160,48,24,1,14:05:22
80,159,48,24,1,14:05:28
80,160,48,24,1,14:05:33
80,160,48,24,1,14:05:39
80,160,48,24,1,14:05:44
80,160,48,24,1,14:05:50
80,160,48,24,1,14:05:55
80,160,48,24,1,14:06:01
80,160,48,24,1,14:06:06
80,160,48,24,1,14:06:12
80,160,48,24,1,14:06:17
80,160,48,24,1,14:06:23
80,160,48,24,1,14:06:28
80,160,48,24,1,14:06:34
80,160,48,24,1,14:06:39
81,160,48,24,1,14:06:45
81,160,48,24,1,14:06:50
80,160,48,24,1,14:06:56
81,160,48,24,1,14:07:01
80,160,48,24,1,14:07:07
81,160,48,24,1,14:07:12
80,160,48,24,1,14:07:18
81,160,48,24,1,14:07:23
81,160,48,24,1,14:07:29
81,161,48,24,1,14:07:34
81,161,48,24,1,14:07:40
81,161,48,24,1,14:07:45
81,160,48,24,1,14:07:51
81,160,48,24,1,14:07:56
81,160,48,24,1,14:08:02
81,160,48,24,1,14:08:07
81,160,48,24,1,14:08:13
81,160,48,24,1,14:08:18
81,160,48,24,1,14:08:24
81,160,48,24,1,14:08:29
81,161,48,24,1,14:08:35
81,161,48,24,1,14:08:40
81,160,48,24,1,14:08:46
81,160,48,24,1,14:08:51
81,160,48,24,1,14:08:57
81,160,48,24,1,14:09:02
81,160,48,24,1,14:09:08
81,160,48,24,1,14:09:13
81,160,48,24,1,14:09:19
81,160,48,24,1,14:09:24
81,160,48,24,1,14:09:30
81,160,48,24,1,14:09:35
81,160,48,24,1,14:09:41
81,159,48,24,1,14:09:46
82,160,48,24,1,14:09:52
82,160,48,24,1,14:09:57
82,160,48,24,1,14:10:03
82,160,48,24,1,14:10:08
82,160,48,24,1,14:10:14
82,160,48,24,1,14:10:19
82,159,48,24,1,14:10:25
82,159,48,24,1,14:10:30
82,159,48,24,1,14:10:36
82,159,48,24,1,14:10:41
82,159,48,24,1,14:10:47
82,160,48,24,1,14:10:52
82,160,48,24,1,14:10:58
82,159,48,24,1,14:11:03
82,159,48,24,1,14:11:09
82,159,48,24,1,14:11:14
82,159,48,24,1,14:11:20
82,159,48,24,1,14:11:25
82,159,48,24,1,14:11:31
82,159,48,24,1,14:11:36
82,159,48,24,1,14:11:42
82,159,48,24,1,14:11:47
82,159,48,24,1,14:11:53
82,159,48,24,1,14:11:58
82,159,48,24,1,14:12:04
82,159,48,24,1,14:12:09
82,159,48,24,1,14:12:15
82,159,48,24,1,14:12:20
82,159,48,24,1,14:12:26
82,159,48,24,1,14:12:31
82,159,48,24,1,14:12:37
82,159,48,24,1,14:12:42
82,159,48,24,1,14:12:48
83,159,48,24,1,14:12:53
83,159,48,24,1,14:12:59
83,160,48,24,1,14:13:04
83,159,48,24,1,14:13:10
83,159,48,24,1,14:13:15
83,159,48,24,1,14:13:21
83,159,48,24,1,14:13:26
83,159,48,24,1,14:13:32
83,159,48,24,1,14:13:37
83,159,48,24,1,14:13:43
83,159,48,24,1,14:13:48
83,159,48,24,1,14:13:54
83,159,48,24,1,14:13:59
83,159,48,24,1,14:14:05
83,159,48,24,1,14:14:10
84,159,48,24,1,14:14:16
83,159,48,24,1,14:14:21
83,159,48,24,1,14:14:27
83,159,48,24,1,14:14:32
84,159,48,24,1,14:14:38
83,159,48,24,1,14:14:43
83,159,48,24,1,14:14:49
84,159,48,24,1,14:14:54
83,159,48,24,1,14:15:00
83,159,48,24,1,14:15:05
83,159,48,24,1,14:15:11
84,159,48,24,1,14:15:16
83,159,48,24,1,14:15:22
83,158,48,24,1,14:15:27
84,158,48,24,1,14:15:33
83,158,48,24,1,14:15:38
82,158,48,24,1,14:15:44
84,158,48,24,1,14:15:49
83,158,48,24,1,14:15:55
84,158,48,24,1,14:16:00
84,158,48,24,1,14:16:06
84,158,48,24,1,14:16:11
83,157,48,24,1,14:16:17
84,157,48,24,1,14:16:22
84,157,48,24,1,14:16:32
84,157,48,24,1,14:16:38
84,158,48,24,1,14:16:43
84,158,48,24,1,14:16:49
84,158,48,24,1,14:16:54
84,158,48,24,1,14:17:00
84,158,48,24,1,14:17:05
84,158,48,24,1,14:17:11
84,158,48,24,1,14:17:16
84,158,48,24,1,14:17:19
84,158,48,24,1,14:17:27
83,158,48,24,1,14:17:33
84,158,48,24,1,14:17:38
84,158,48,24,1,14:17:44
84,158,48,24,1,14:17:49
84,158,48,24,1,14:17:55
84,158,48,24,1,14:18:00
84,158,48,24,1,14:18:06
84,158,48,24,1,14:18:11
84,158,48,24,1,14:18:17
84,158,48,24,1,14:18:22
85,158,48,24,1,14:18:28
84,158,48,24,1,14:18:33
85,158,48,24,1,14:18:39
84,158,48,24,1,14:18:44
84,158,48,24,1,14:18:50
84,158,48,24,1,14:18:55
84,158,48,24,1,14:19:01
84,158,48,24,1,14:19:06
84,158,48,24,1,14:19:12
84,159,48,24,1,14:19:17
84,159,48,24,1,14:19:23
84,159,48,24,1,14:19:29
84,159,48,24,1,14:19:34
84,158,48,24,1,14:19:40
85,159,48,24,1,14:19:45
85,159,48,24,1,14:19:51
84,159,48,24,1,14:19:56
85,159,48,24,1,14:20:02
85,159,48,24,1,14:20:07
85,159,48,24,1,14:20:13
85,159,48,24,1,14:20:18
85,159,48,24,1,14:20:24
85,159,48,24,1,14:20:29
85,159,48,24,1,14:20:35
85,159,48,24,1,14:20:40
85,159,48,24,1,14:20:46
84,159,48,24,1,14:20:51
52428,0,0,24,1,14:20:57
85,159,48,24,1,14:23:20
85,160,48,24,1,14:23:26
85,160,48,24,1,14:23:31
85,160,48,24,1,14:23:37
85,160,48,24,1,14:23:42
85,160,48,24,1,14:23:48
85,160,48,24,1,14:23:53
86,160,48,24,1,14:23:59
86,160,48,24,1,14:24:04
86,160,48,24,1,14:24:10
86,160,48,24,1,14:24:15
86,160,48,24,1,14:24:21
86,161,48,24,1,14:24:26
85,162,48,24,1,14:24:32
86,161,48,24,1,14:24:37
85,162,48,24,1,14:24:43
85,162,48,24,1,14:24:48
85,162,48,24,1,14:24:54
85,162,48,24,1,14:24:59
86,162,48,24,1,14:25:05
86,162,48,24,1,14:25:10
86,162,48,24,1,14:25:16
85,162,48,24,1,14:25:21
88,162,48,24,1,14:25:27
87,162,48,24,1,14:25:32
86,162,48,24,1,14:25:38
87,163,48,24,1,14:25:43
88,163,48,24,1,14:25:49
87,163,48,24,1,14:25:54
87,163,48,24,1,14:26:00
87,163,48,24,1,14:26:05
87,163,48,24,1,14:26:11
87,164,48,24,1,14:26:16
87,164,48,24,1,14:26:22
87,164,48,24,1,14:26:27
87,164,48,24,1,14:26:33
87,165,48,24,1,14:26:38
86,165,48,24,1,14:26:44
87,165,49,24,1,14:26:49
87,165,48,24,1,14:26:55
87,166,48,24,1,14:27:00
87,165,48,24,1,14:27:06
87,165,48,24,1,14:27:11
88,165,49,24,1,14:27:17
87,166,48,24,1,14:27:22
87,166,48,24,1,14:27:28
87,166,48,24,1,14:27:33
87,166,49,24,1,14:27:39
88,165,48,24,1,14:27:44
86,166,49,24,1,14:27:50
86,166,49,24,1,14:27:55
88,166,49,24,1,14:28:01
87,165,49,24,1,14:28:06
87,165,49,24,1,14:28:12
87,166,49,24,1,14:28:17
87,165,49,24,1,14:28:23
87,166,49,24,1,14:28:28
87,166,49,24,1,14:28:34
87,166,49,24,1,14:28:39
87,166,49,24,1,14:28:45
87,166,49,24,1,14:28:50
87,166,48,24,1,14:28:56
87,167,49,24,1,14:29:01
87,166,49,24,1,14:29:07
87,167,49,24,1,14:29:12
88,167,49,24,1,14:29:18
88,167,49,24,1,14:29:23
88,167,49,24,1,14:29:29
88,167,49,24,1,14:29:34
89,167,49,24,1,14:29:40
87,166,49,24,1,14:29:45
88,167,49,24,1,14:29:51
89,167,49,24,1,14:29:56
88,167,49,24,1,14:30:02
88,167,49,24,1,14:30:07
88,167,49,24,1,14:30:13
88,167,49,24,1,14:30:18
88,167,49,24,1,14:30:24
88,167,49,24,1,14:30:29
89,167,49,24,1,14:30:35
89,167,49,24,1,14:30:40
89,167,49,24,1,14:30:46
89,167,49,24,1,14:30:51
89,167,49,24,1,14:30:57
89,167,49,24,1,14:31:02
88,167,49,24,1,14:31:08
89,167,49,24,1,14:31:13
89,167,49,24,1,14:31:19
89,167,49,24,1,14:31:24
89,167,49,24,1,14:31:30
89,167,49,24,1,14:31:35
89,167,49,24,1,14:31:41
89,168,49,24,1,14:31:46
89,168,49,24,1,14:31:52
90,168,49,24,1,14:31:57
90,168,49,24,1,14:32:03
90,168,49,24,1,14:32:08
89,168,49,24,1,14:32:14
89,169,49,24,1,14:32:19
89,169,49,24,1,14:32:25
89,169,49,24,1,14:32:30
89,170,49,24,1,14:32:36
89,170,49,24,1,14:32:41
89,170,49,24,1,14:32:47
89,170,49,24,1,14:32:52
89,170,49,24,1,14:32:58
90,171,49,24,1,14:33:03
90,171,49,24,1,14:33:09
90,171,49,24,1,14:33:14
90,171,49,24,1,14:33:20
89,171,49,24,1,14:33:25
90,170,49,24,1,14:33:31
90,170,49,24,1,14:33:36
90,170,49,24,1,14:33:42
91,171,49,24,1,14:33:47
90,170,49,24,1,14:33:53
90,170,49,24,1,14:33:58
90,171,49,24,1,14:34:04
90,171,49,24,1,14:34:09
90,171,49,24,1,14:34:15
90,171,49,24,1,14:34:20
91,171,49,24,1,14:34:26
90,171,49,24,1,14:34:31
90,171,49,24,1,14:34:37
90,171,49,24,1,14:34:42
90,172,49,24,1,14:34:48
90,172,49,24,1,14:34:53
90,172,49,24,1,14:34:59
90,172,49,24,1,14:35:04
90,172,49,24,1,14:35:10
91,172,49,24,1,14:35:21
90,172,49,24,1,14:35:26
91,172,49,24,1,14:35:32
91,172,49,24,1,14:35:37
91,172,49,24,1,14:35:43
91,172,49,24,1,14:35:48
91,172,49,24,1,14:35:54
91,172,49,24,1,14:35:59
90,173,49,24,1,14:36:05
91,173,49,24,1,14:36:10
91,173,49,24,1,14:36:16
91,172,49,24,1,14:36:21
91,172,49,24,1,14:36:27
91,173,49,24,1,14:36:32
92,173,49,24,1,14:36:38
91,173,49,24,1,14:36:43
92,173,49,24,1,14:36:49
92,173,49,24,1,14:36:54
92,173,49,24,1,14:37:00
91,173,49,24,1,14:37:05
91,174,49,24,1,14:37:11
91,174,49,24,1,14:37:16
91,174,49,6,1,14:37:22
92,174,49,24,1,14:37:27
91,174,49,24,1,14:37:33
92,174,49,24,1,14:37:38
92,174,49,24,1,14:37:44
92,174,49,24,1,14:37:49
92,174,49,24,1,14:37:55
92,174,49,24,1,14:38:00
92,175,49,24,1,14:38:06
92,175,49,24,1,14:38:11
92,174,49,24,1,14:38:17
92,175,49,24,1,14:38:22
92,175,49,24,1,14:38:28
91,175,49,24,1,14:38:33
92,175,49,24,1,14:38:39
92,175,49,24,1,14:38:44
92,175,49,24,1,14:38:50
92,175,49,24,1,14:38:55
92,175,49,24,1,14:39:01
92,175,49,24,1,14:39:06
92,176,49,24,1,14:39:12
92,176,49,24,1,14:39:17
92,176,49,24,1,14:39:23
92,176,49,8,1,14:39:28
92,176,49,24,1,14:39:34
92,177,49,24,1,14:39:39
92,177,49,24,1,14:39:45
92,177,49,24,1,14:39:50
93,177,49,24,1,14:39:56
93,177,49,24,1,14:40:01
93,177,49,24,1,14:40:07
93,177,49,24,1,14:40:12
93,178,49,24,1,14:40:18
93,178,49,24,1,14:40:23
93,178,49,24,1,14:40:29
93,178,49,24,1,14:40:34
93,179,49,24,1,14:40:40
93,179,49,24,1,14:40:45
93,179,49,24,1,14:40:51
93,179,49,24,1,14:40:56
93,180,49,24,1,14:41:02
93,180,49,24,1,14:41:07
93,180,49,24,1,14:41:13
93,180,49,24,1,14:41:18
93,181,49,24,1,14:41:24
94,181,49,24,1,14:41:29
93,181,49,24,1,14:41:35
93,181,49,24,1,14:41:40
93,181,49,24,1,14:41:46
93,182,49,24,1,14:41:51
93,182,49,24,1,14:41:57
94,182,49,24,1,14:42:02
94,182,49,24,1,14:42:08
94,182,49,24,1,14:42:13
94,182,49,24,1,14:42:19
94,182,49,24,1,14:42:24
94,182,49,24,1,14:42:30
94,182,49,24,1,14:42:35
94,183,49,24,1,14:42:41
94,182,49,24,1,14:42:46
94,183,49,24,1,14:42:52
94,182,49,24,1,14:42:57
94,183,49,24,1,14:43:03
94,183,49,24,1,14:43:08
94,183,49,24,1,14:43:14
94,184,49,24,1,14:43:19
94,184,49,24,1,14:43:25
94,183,49,24,1,14:43:30
95,184,49,24,1,14:43:36
94,182,33,24,1,14:43:41
94,185,49,24,1,14:43:47
95,187,49,24,1,14:43:52
95,186,49,24,1,14:43:58
94,184,49,24,1,14:44:03
95,186,49,24,1,14:44:09
95,189,49,24,1,14:44:14
95,189,49,24,1,14:44:20
95,190,49,24,1,14:44:25
95,189,49,24,1,14:44:31
95,188,49,24,1,14:44:36
95,189,49,24,1,14:44:42
96,190,49,24,1,14:44:47
95,188,49,24,1,14:44:53
95,188,49,24,1,14:44:58
95,188,49,24,1,14:45:04
